sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,status
2.15083026,0.694745661,4.290889906,0.541569702,2.304054993,0.885125553,0.451333505,0.197252542,0.031007846,moderate
3.549441063,0.85716121,3.506988026,0.478248953,0.083622684,0.39538794,0.800573218,0.40904672,0.390209027,moderate
3.33167611,0.618108457,0.113545829,0.928260676,1.768649213,0.733947841,0.419202897,0.174491214,0.22032886,substantial
0.621006362,0.623929123,0.475797685,0.408952238,1.68881684,0.439581229,0.195982499,0.089478407,0.873484311,substantial
1.098807498,0.787329435,2.507703485,0.097133676,1.704725462,0.660821193,0.21838952,0.647841598,0.759662621,moderate
7.820026077,0.497469046,0.699490196,0.539647283,1.611820743,0.306807583,0.430773888,0.947964769,0.198393187,severe
5.811728542,0.929372755,1.768255841,0.488196953,0.703765286,0.850367374,0.642477965,0.007343541,0.845489459,substantial
1.041086389,0.55150199,0.711188831,0.184918521,0.746192219,0.475974081,0.404697172,0.218588821,0.007584556,substantial
8.56036235,0.779547964,0.403857667,0.14028999,2.869624357,0.21225461,0.470636518,0.717746142,0.575182578,severe
0.47777342,0.625850604,3.666592507,0.115619939,1.936637173,0.430194425,0.56849837,0.320089758,0.105729,low
3.364092798,0.165464113,3.138948133,0.269881435,0.361718926,0.166183151,0.532502342,0.187471846,0.85350404,moderate
8.883924963,0.172463831,0.67787571,0.082250232,1.407450035,0.268871849,0.258637002,0.033322209,0.26373247,severe
0.839371596,0.512158803,4.328186954,0.585437797,1.558084653,0.707378246,0.796096831,0.525079013,0.044747816,low
4.733443542,0.144231441,2.326159311,0.439760587,2.049557958,0.499485539,0.393519179,0.315698162,0.368142041,substantial
2.617856412,0.252261378,4.855622147,0.807808561,2.799690295,0.52259217,0.861731277,0.093813974,0.512951095,moderate
8.873839854,0.103181993,2.877954908,0.568139499,1.571381513,0.403918819,0.885860411,0.27270836,0.039241065,substantial
9.262910107,0.029838212,0.548492391,0.938023577,0.721955189,0.375437951,0.968637709,0.225864403,0.124559851,severe
2.914781554,0.247782764,2.621615509,0.040482607,2.498132035,0.202545262,0.935639013,0.616831485,0.763250384,moderate
8.019933754,0.134999657,1.058985587,0.182362326,2.650285728,0.217673372,0.908616452,0.979150969,0.115720376,severe
2.944798596,0.839954541,3.06179761,0.802477549,0.774552013,0.512071264,0.199590819,0.605988921,0.116371353,substantial
9.316198057,0.533093095,2.052117412,0.658175435,2.794640249,0.621177841,0.665890734,0.461054629,0.294696426,severe
3.369845337,0.939261735,2.700766632,0.205953361,1.463970728,0.892386815,0.399695776,0.953695387,0.112597124,substantial
1.707521677,0.729092155,3.129633649,0.852440171,2.848399114,0.02744794,0.733212287,0.316755323,0.858231649,moderate
0.101910251,0.649833719,4.467213301,0.251280868,0.122931579,0.953788138,0.124394351,0.276989578,0.542488398,moderate
7.257878477,0.81094913,4.8563359,0.968179195,1.417130573,0.226978792,0.711540365,0.469143385,0.097079377,substantial
0.038885815,0.883797809,3.060820101,0.818340721,0.862266025,0.805497014,0.653561809,0.617960845,0.323366409,moderate
9.328905439,0.796537115,2.77578172,0.217080883,1.590379237,0.79278325,0.905052987,0.068912569,0.321072232,substantial
1.871779306,0.913212286,3.801288096,0.785778737,0.630906071,0.95043856,0.174403023,0.156007648,0.231548686,moderate
3.982944629,0.256493627,1.939572777,0.121798982,1.905626208,0.502185671,0.397264383,0.445565697,0.374472483,substantial
6.178321281,0.504358862,1.993475487,0.399271447,2.309127936,0.77477541,0.291336595,0.336762289,0.775595771,severe
1.198531719,0.140232564,0.325770318,0.169662743,1.644386131,0.954653055,0.560197161,0.847180051,0.206979615,substantial
6.405338605,0.369667364,1.416725528,0.348520001,2.602084271,0.387853818,0.530633754,0.562800117,0.357342647,substantial
0.76522998,0.975776884,2.252432157,0.708591221,2.025602689,0.113013083,0.052364705,0.281421364,0.801380592,substantial
3.248521682,0.276403,4.055894556,0.167610743,0.700181681,0.208006111,0.101212033,0.316500979,0.454509443,substantial
3.504265854,0.366610063,3.907468894,0.16526518,1.093882346,0.811185027,0.764230519,0.609014142,0.097572622,moderate
8.17887157,0.30981539,2.311869869,0.160427551,2.930668041,0.415709017,0.996868698,0.500517681,0.500944414,substantial
1.086583052,0.544257309,2.54965181,0.062838323,1.511465146,0.834144851,0.224770375,0.060508876,0.799069689,substantial
5.824315593,0.429752954,4.645347854,0.137118339,0.419679578,0.755540645,0.681182063,0.045382319,0.553710813,substantial
0.142457866,0.946385013,2.446775263,0.618445072,0.244590295,0.696009059,0.761360944,0.49432798,0.052516489,low
3.883758311,0.176810533,2.426309817,0.673313294,0.481946728,0.287050994,0.276056953,0.198663025,0.506789485,substantial
2.526411812,0.739805929,1.852653294,0.591214758,2.659782805,0.829156312,0.113177214,0.522759828,0.085506378,substantial
6.347310449,0.967873892,4.711904245,0.492039809,2.396298236,0.842394033,0.804606718,0.033194106,0.899303128,substantial
3.801890023,0.964070615,4.326197156,0.196423237,2.927077155,0.423307614,0.200948736,0.911980205,0.683096892,substantial
8.723026684,0.23956272,1.085627635,0.304021228,2.322916373,0.620743201,0.769117279,0.829491029,0.737604924,severe
9.126436421,0.499025113,2.09087016,0.130830626,1.013706667,0.602092844,0.285640146,0.041327372,0.656564645,severe
1.670300934,0.323734229,3.94601324,0.643605358,2.45020612,0.798906505,0.190303285,0.656490323,0.953266476,substantial
8.23378605,0.902744327,4.747378868,0.780778778,1.780499896,0.56496845,0.584555371,0.262522065,0.637523916,substantial
3.817696614,0.518534133,1.874798435,0.373724505,0.801662472,0.41848448,0.990676498,0.521611935,0.773675413,substantial
3.228160234,0.952343827,2.410839032,0.245445806,2.448215124,0.015251909,0.744454809,0.016756288,0.673425629,moderate
0.622279233,0.424165438,2.064465091,0.647343686,0.505658813,0.627433614,0.229050284,0.685473233,0.915740933,substantial
1.737495598,0.172965755,4.523737534,0.642315946,2.301057918,0.210235443,0.507417343,0.67951197,0.700639799,moderate
5.690844274,0.789198121,1.913540537,0.745325584,0.516041043,0.634871699,0.469131476,0.940615539,0.285957271,substantial
6.213478049,0.97512032,4.178540269,0.889906221,1.131522215,0.238113015,0.879382243,0.90491335,0.187906937,substantial
8.04621455,0.501155736,1.029034355,0.494992199,2.382683339,0.815299756,0.956456214,0.235833585,0.703900469,severe
3.417191107,0.274944596,2.493451875,0.177615321,1.431374487,0.703252989,0.239588079,0.895763698,0.87864008,substantial
5.18080841,0.279485,3.914049724,0.083184492,0.219195642,0.546207454,0.820398216,0.055088854,0.13126375,substantial
4.084721881,0.053276757,0.952779878,0.312416843,1.680554008,0.317239387,0.98033887,0.535941794,0.142193278,substantial
0.087782241,0.531633151,4.209754286,0.126571595,1.172491278,0.336677048,0.443196072,0.351131236,0.591692329,low
4.872841084,0.483024637,3.000920462,0.664204106,2.584694233,0.228235514,0.837373906,0.208966824,0.259936364,substantial
2.145848845,0.723211338,1.474219534,0.812202666,2.604078321,0.631184706,0.641543605,0.061523763,0.505290891,substantial
3.160620665,0.70849835,4.792857151,0.379829278,0.844674519,0.740191989,0.646709237,0.381660554,0.461490408,moderate
8.985267149,0.799758993,0.00946544,0.006394428,1.97557631,0.351297555,0.804859585,0.308916332,0.379643324,severe
2.120359113,0.378107233,4.076366415,0.024984064,2.548836482,0.035346176,0.154799354,0.855601111,0.391423075,moderate
7.00947646,0.131211659,2.298252815,0.881560073,1.294043721,0.029400395,0.591421671,0.990132858,0.751581359,substantial
5.300428812,0.923535169,3.812778776,0.792375462,2.280009115,0.51428796,0.956396503,0.123514288,0.762709385,substantial
2.948854199,0.471330341,2.012484657,0.796392438,0.003197477,0.440259321,0.809436172,0.671926883,0.485991697,moderate
5.98169958,0.150609953,0.909649627,0.700169589,0.761757962,0.391194023,0.414418187,0.939083382,0.808771279,severe
0.9971268,0.929513041,1.307461679,0.640374923,2.025612529,0.168782462,0.112739648,0.406497401,0.852148023,substantial
4.909589573,0.935215288,2.681942386,0.196657088,2.955105092,0.101309989,0.075428987,0.269876037,0.222329906,substantial
6.257705449,0.889727456,3.986540497,0.958727201,0.091486583,0.667869174,0.905673063,0.625231582,0.796177564,substantial
4.951992822,0.850802275,4.730377435,0.216450625,1.872957347,0.19586255,0.336789254,0.920275532,0.314066024,substantial
8.508306438,0.940767741,0.192858137,0.485104153,0.903955744,0.161006647,0.352185487,0.030397939,0.910793835,severe
0.670966488,0.762076299,3.30753765,0.86730682,2.044618252,0.405842408,0.560238804,0.764932779,0.727876839,moderate
8.00935559,0.461124739,2.633393974,0.624378538,1.337041372,0.290698708,0.459477631,0.590593194,0.469320395,substantial
6.785544144,0.705169665,3.02009049,0.982846362,1.01144594,0.03790617,0.934053143,0.367666116,0.234711215,substantial
9.849889917,0.006391558,1.018276852,0.010144679,0.227824991,0.984969911,0.18754883,0.430277291,0.637292452,critical
8.444690485,0.569440913,1.399903256,0.819675586,2.359413385,0.063964349,0.166881996,0.091585066,0.270091482,severe
0.357994683,0.521070939,1.949570073,0.955438897,2.170782977,0.570985159,0.73168196,0.401562647,0.53751878,moderate
5.173523338,0.927461173,4.377394985,0.86861597,0.290849207,0.144698268,0.251539864,0.233875481,0.260740532,substantial
7.695571055,0.945551171,2.091348354,0.359678487,2.169935327,0.712886581,0.382759048,0.032973534,0.81412327,severe
0.899065967,0.563194157,1.48870368,0.112565266,1.0294046,0.790788913,0.514257195,0.45804709,0.78298865,substantial
9.123592404,0.416523466,2.982401658,0.675763472,2.82256925,0.88759319,0.805788658,0.388409404,0.415317096,severe
8.485863766,0.64040428,0.478775862,0.87417554,2.715466021,0.031133167,0.711912453,0.651244489,0.509288185,severe
4.394308975,0.550560164,2.036421603,0.088645071,1.390291815,0.833623544,0.158376186,0.49023018,0.08083414,substantial
3.0752297,0.537225677,4.617476762,0.084675569,2.841599266,0.102596604,0.613535631,0.493666868,0.636311091,moderate
9.732211666,0.084133196,3.097349303,0.724747559,0.903579136,0.707081246,0.411959283,0.777362513,0.391349991,severe
3.89314426,0.374199541,1.912582109,0.109669856,1.640852436,0.122662856,0.034255757,0.055145954,0.564583637,substantial
0.646459359,0.801875031,2.724646161,0.586133111,0.054143876,0.121024037,0.279890323,0.013963978,0.74517607,moderate
0.995714763,0.070873843,4.495480505,0.268479225,1.99597323,0.983382547,0.778013554,0.158680382,0.756019602,moderate
7.248243316,0.865118485,4.27596066,0.221719813,1.05958135,0.203585293,0.873393348,0.800431648,0.973072697,substantial
7.780468378,0.25080319,2.237152867,0.288926603,2.16848809,0.000769126,0.05700221,0.343630301,0.823456801,severe
3.018189305,0.900064929,4.911002332,0.292696636,2.251014557,0.020571441,0.079005189,0.132148762,0.02070707,moderate
2.767133276,0.474359373,4.967322294,0.557860631,1.432453841,0.967555481,0.896094854,0.698161467,0.938909246,moderate
3.005853887,0.06787713,3.277750889,0.791082796,0.164260917,0.173498593,0.244855849,0.803212166,0.670646397,substantial
5.123199083,0.508610082,2.516472805,0.845819092,2.061090314,0.623299812,0.744805152,0.252290366,0.921895561,substantial
1.321333889,0.831664143,2.400795121,0.116487936,2.548925578,0.087482745,0.170541228,0.579633013,0.436457588,moderate
1.613543163,0.189697481,0.281496634,0.476181502,0.230277761,0.811471642,0.351667594,0.608884664,0.025155989,substantial
0.625258926,0.04790853,3.352682802,0.756814504,0.99718214,0.869540784,0.663472319,0.770371646,0.240691128,moderate
8.804177754,0.453463346,2.833932323,0.981299388,1.642507756,0.823263846,0.598927323,0.101867048,0.871786024,severe
0.068000931,0.804426125,3.286996518,0.337398348,2.098667294,0.504995621,0.94173547,0.995189362,0.13972582,low
3.981145053,0.68280033,0.619545473,0.715087727,1.010834876,0.183524082,0.351661773,0.76475223,0.566158258,substantial
5.053002941,0.569342009,4.083070649,0.974554486,2.077976514,0.629224903,0.217504407,0.078510341,0.452609954,substantial
3.992598771,0.847694522,3.68925683,0.583384956,1.208488366,0.248973864,0.146111444,0.297134675,0.883012021,substantial
5.606779089,0.120717029,4.307150519,0.101273412,0.111343941,0.646522596,0.35867797,0.929201038,0.777946147,substantial
2.336458596,0.424120257,3.686028014,0.742813304,2.530686539,0.459899296,0.921995686,0.491332256,0.212281626,moderate
6.354524165,0.255928073,2.364388656,0.260086852,0.50459522,0.393599529,0.320671644,0.548729502,0.213156194,substantial
3.595066908,0.984987261,0.844459714,0.107575103,0.242932054,0.438764441,0.622736918,0.269549394,0.327291333,substantial
5.69555527,0.278433274,3.434846866,0.701924734,2.281223215,0.119787319,0.054788587,0.063402358,0.424033877,substantial
0.8800796,0.252758107,2.015894898,0.701629387,2.237106666,0.19994952,0.351536346,0.972768879,0.673199599,substantial
6.30012427,0.617124091,4.747025445,0.785006978,1.399172548,0.301740985,0.614730523,0.349891175,0.759559368,substantial
5.225190432,0.931396567,1.489062949,0.319871964,2.30673654,0.744467713,0.469096384,0.083759755,0.145158413,substantial
8.391945117,0.6607245,3.113217208,0.854314387,1.651010417,0.393849465,0.513661435,0.241597244,0.389847064,severe
0.853387319,0.875184984,4.007162948,0.147257288,0.53303319,0.033794069,0.820077413,0.608335862,0.442933136,low
7.982459271,0.026498886,2.20753797,0.735097903,0.254960241,0.080041374,0.26712355,0.913208694,0.363178552,severe
9.547931872,0.535811096,4.061050645,0.164877207,2.991382664,0.383479068,0.656244255,0.067740588,0.099816113,substantial
7.526373764,0.514181755,0.848926345,0.156668814,2.357409615,0.349049093,0.802077519,0.283258402,0.501629618,substantial
2.813120372,0.615141649,0.364330095,0.443977668,0.239454263,0.231524469,0.418402075,0.339021365,0.649108485,substantial
0.986372947,0.448142083,0.280257093,0.351402795,2.349475701,0.988097722,0.39529209,0.579307819,0.988864095,substantial
0.071461622,0.689459638,4.430422914,0.667944391,2.923568536,0.863138199,0.557695115,0.344346803,0.345072563,moderate
0.443967841,0.361753504,4.936516253,0.865452852,1.907242771,0.8862821,0.459062531,0.638480308,0.140571344,moderate
0.258507209,0.198765869,2.051861155,0.423695217,0.598841577,0.579801733,0.866781881,0.806375889,0.59218129,moderate
8.511194793,0.460302954,4.013227421,0.33555332,1.692452398,0.263577914,0.836670605,0.525103329,0.340534559,substantial
8.479292522,0.643528796,3.611260438,0.120519575,0.823187496,0.684494083,0.087522854,0.719917199,0.694788404,severe
0.621008196,0.457949046,3.364854315,0.214207735,1.705668523,0.8053524,0.40234661,0.293322614,0.307744908,moderate
7.744802374,0.621134775,4.83856642,0.155209654,1.656428186,0.891803125,0.002784235,0.174521132,0.160139546,substantial
7.095113412,0.047834408,0.835690582,0.985980381,2.048651629,0.548737429,0.306661529,0.867700755,0.084522956,critical
1.078914446,0.738532045,3.994398715,0.379701129,2.028649648,0.355487374,0.943071486,0.482292507,0.797210923,low
6.107644793,0.241909956,0.400240313,0.950652669,2.216517872,0.067943767,0.805052364,0.94567171,0.564745076,severe
8.83115068,0.342665886,2.798094588,0.274988341,2.129999444,0.417498307,0.887543434,0.008254704,0.782698052,substantial
3.498259352,0.670588584,3.734501948,0.571317102,0.671122566,0.032086093,0.550900581,0.039145793,0.941128122,moderate
2.789696694,0.257957247,0.175579519,0.603513481,1.375024251,0.996239422,0.018471843,0.057893192,0.565436756,substantial
1.74288709,0.629928101,0.585251201,0.707676857,1.307696138,0.937414973,0.171504151,0.875817096,0.022437917,substantial
6.904854915,0.547476766,0.541497249,0.097536469,1.618053262,0.655022216,0.124908273,0.944568128,0.295107179,severe
0.098600122,0.812498098,0.569527276,0.196473871,2.962696923,0.192549998,0.167883615,0.20035396,0.378131895,moderate
1.562301739,0.135980967,1.423388293,0.878580119,2.618322678,0.52564893,0.618793581,0.18995564,0.283628114,substantial
3.048942304,0.785970677,3.324810274,0.170221925,0.118997657,0.386203778,0.782593575,0.944053292,0.778007923,moderate
0.685269926,0.090627224,0.92305413,0.538739686,0.473391931,0.255322172,0.597504091,0.035173026,0.386844749,moderate
1.375618987,0.619617963,3.28253729,0.000888352,1.749924025,0.975110846,0.65981445,0.444155438,0.587585577,moderate
1.632045986,0.670749803,1.526460911,0.862143944,0.512877784,0.168618694,0.187674047,0.746522638,0.569288625,substantial
2.504938003,0.216113422,0.357581953,0.790522653,1.286911029,0.747114936,0.254124299,0.97389498,0.134303569,substantial
0.276423436,0.278164345,2.889149194,0.235077286,2.754260658,0.303700442,0.483561513,0.234572419,0.460353626,moderate
5.885397542,0.861981556,0.306333632,0.060638145,0.113593792,0.383748846,0.36190106,0.873881697,0.94824961,substantial
9.253640691,0.051216652,4.271941771,0.664783251,2.914875064,0.446144409,0.660599228,0.08051628,0.511988853,severe
2.258265801,0.886711891,1.430585172,0.197252876,2.096054219,0.129357819,0.899704319,0.11267384,0.572543722,moderate
1.635484174,0.238788236,4.818746886,0.583406254,2.764049419,0.031325136,0.296616749,0.330639506,0.694576028,moderate
5.32237109,0.283209098,3.193801286,0.657825187,2.564275429,0.498621881,0.837358819,0.281573819,0.783125198,substantial
1.021650108,0.886627241,4.349226557,0.43131986,0.670912156,0.551570128,0.631451895,0.649307741,0.811631889,low
1.196777965,0.956739357,4.082181971,0.618087724,0.235345673,0.332972273,0.049672466,0.822478628,0.077174006,moderate
6.903850159,0.090107701,2.386117081,0.947411197,0.184878206,0.640245018,0.566329511,0.471950959,0.591160601,substantial
9.767157157,0.848609224,4.387346681,0.839383268,2.081029186,0.303755022,0.467632912,0.035965045,0.404152447,severe
4.674225599,0.838465737,4.381441316,0.77663265,0.927816901,0.535712706,0.069276455,0.008560728,0.362760282,substantial
8.271210697,0.422104194,4.101572476,0.212345477,1.565382693,0.073022083,0.467746746,0.041556885,0.608998964,substantial
9.881509631,0.422728542,3.832565586,0.53704667,2.002798654,0.344188287,0.385810178,0.378085588,0.868348725,severe
8.773215399,0.201944638,1.844038367,0.135078558,2.402618542,0.1592051,0.24302307,0.768032966,0.395488688,severe
0.227910748,0.228637789,1.242287336,0.048605706,2.593047195,0.594947276,0.318534623,0.201662843,0.172807763,moderate
9.397060125,0.209445316,0.685838099,0.442131597,0.457037287,0.660907357,0.231684841,0.532025592,0.999686161,critical
1.125836965,0.32795818,2.094255941,0.188438098,1.095823938,0.852839882,0.643217871,0.409644558,0.911413355,moderate
7.347311065,0.375566816,2.047626901,0.234118217,1.136554625,0.631388358,0.277418913,0.53251314,0.099747646,severe
5.53189672,0.076646023,1.546027355,0.669746033,0.537212394,0.410755883,0.967019122,0.84482063,0.598553035,substantial
3.506551704,0.852740708,2.383026129,0.455395654,0.755657972,0.261352036,0.990925458,0.705723911,0.584705015,moderate
6.876365888,0.913378474,2.408771358,0.261415304,2.452709218,0.231492491,0.198165556,0.910256191,0.519321041,substantial
5.06605498,0.870815078,4.921637995,0.779159906,0.212594824,0.37992146,0.494537467,0.650777757,0.61270905,moderate
9.996016771,0.139800029,0.380666349,0.708831266,2.104022076,0.936629532,0.842152196,0.195713671,0.70546112,critical
3.577799684,0.565340554,4.926726428,0.561316859,2.218950629,0.508790823,0.386812832,0.409987834,0.196333587,moderate
3.371338786,0.946249102,4.107751727,0.238020293,2.171128527,0.794488645,0.110363741,0.961280107,0.294467943,substantial
6.094657484,0.761377236,3.851695272,0.045176332,2.549051003,0.941559973,0.421739175,0.416926495,0.026617455,substantial
8.150211936,0.816326576,0.632906387,0.76160708,1.584363742,0.819018644,0.432801892,0.394447372,0.791005067,critical
4.97246005,0.177787265,0.376538483,0.263283395,2.866614719,0.950282154,0.30607209,0.041559861,0.78639354,severe
3.5537971,0.488127132,2.240203125,0.650201597,1.568706089,0.549180884,0.231345451,0.948886326,0.173288902,substantial
3.51613009,0.419623541,0.025221696,0.788307695,0.866967443,0.796718341,0.566376427,0.296604804,0.00343826,substantial
9.82722715,0.267893269,1.005140224,0.687491792,1.436568026,0.967043773,0.727842,0.402989311,0.463806525,critical
8.873788751,0.57022909,4.387095219,0.025152535,0.063388952,0.099441494,0.51925439,0.723713712,0.506518888,substantial
2.963846144,0.918675799,4.670219739,0.623860154,1.796224041,0.47561932,0.928851431,0.85345581,0.116595304,moderate
2.656143201,0.150993187,2.032927368,0.777091524,2.150576465,0.859486345,0.398080302,0.484357205,0.351432507,substantial
8.937515132,0.297145856,0.401885056,0.668258302,0.785987113,0.636852899,0.832495705,0.543384834,0.088841232,severe
0.1704533,0.74820588,3.436358089,0.356185997,0.953493327,0.51327615,0.117234644,0.948877069,0.967805159,moderate
3.47669516,0.813899177,1.066269197,0.451380983,1.103236573,0.582611562,0.694423124,0.319633776,0.595628924,substantial
3.435623494,0.630288067,0.544534617,0.914014282,0.759677468,0.540134638,0.815493827,0.900005453,0.205373735,substantial
7.306737609,0.291015841,2.786510996,0.008207274,0.638662428,0.041852792,0.533663309,0.213687371,0.178289221,substantial
0.507909619,0.073613118,0.73845059,0.766520016,2.471703173,0.877158801,0.747359261,0.800553453,0.890969811,substantial
7.323364476,0.501484353,1.088192344,0.744749666,1.40177996,0.535841933,0.662746861,0.651921665,0.772977341,severe
1.666685733,0.937743439,2.393056751,0.458884756,2.943319,0.816792,0.851049369,0.658252448,0.711419191,moderate
4.941273244,0.132014475,4.251055476,0.188208566,0.958253804,0.455114704,0.881908154,0.434718751,0.383215983,moderate
5.371350356,0.917464436,2.040760404,0.560839902,2.241517976,0.238389977,0.706634747,0.903352068,0.146511975,substantial
2.559525497,0.865210444,3.266577984,0.559044024,0.201076519,0.095130801,0.41270064,0.587090895,0.917975539,moderate
7.223238272,0.760056511,0.41484988,0.694127982,1.018404546,0.921722601,0.525579265,0.289452031,0.652045915,severe
5.550619176,0.129305321,3.429354033,0.287992899,2.500734735,0.463103589,0.863139861,0.214628422,0.443506043,substantial
2.922051541,0.926825983,0.294920737,0.092589292,0.630108212,0.403550767,0.854466249,0.481960006,0.609627707,substantial
